Title,Author,Genre,Link,Updates,Views,Subscribers,Rating,Age Rating,Status
Seabird and the Wolf,Kisai Entertainment,Fantasy,https://www.webtoons.com/en/fantasy/seabird-and-the-wolf/list?title_no=6914,UPEVERY TUESDAY,2.4M,130654,9.64,This series is rated Young Adult. Please review the Content Ratings page for more information.,Seabird and the Wolf will return!
Cinderella Boy,Punko,Comedy,https://www.webtoons.com/en/comedy/cinderella-boy/list?title_no=5912,UPEVERY TUESDAY,9.2M,146916,9.79,N/A,Cinderella Boy will return!
When Two Villains Meet,Lim Hayam,Romance,https://www.webtoons.com/en/romance/when-to-villains-meet/list?title_no=7112,UPEVERY TUESDAY,3.6M,216693,8.38,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Nina Lives Alone,SgtBaconBurger,Comedy,https://www.webtoons.com/en/comedy/nina-lives-alone/list?title_no=7317,"UPEVERY TUE, SAT",2M,84562,9.56,N/A,N/A
Academy of Marginalized Superpowers,jeffuwnag,Comedy,https://www.webtoons.com/en/comedy/academy-of-marginalized-superpowers/list?title_no=6919,"UPEVERY TUE, SAT",3.2M,64666,9.25,This series is rated Young Adult. Please review the Content Ratings page for more information.,Academy of Marginalized Superpowers will return!
The Fallen Sage Rises to Power,ARA-ARATO,Action,https://www.webtoons.com/en/action/the-fallen-sage-rises-to-power/list?title_no=7419,UPEVERY TUESDAY,659520,61044,4.97,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Adventures of God,Teo,Comedy,https://www.webtoons.com/en/comedy/adventures-of-god/list?title_no=853,"UPEVERY TUE, THU, SAT",507.9M,1.6M,9.38,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Reincarnated Murim Lord,JP,Historical,https://www.webtoons.com/en/historical/reincarnated-murim-lord/list?title_no=6742,UPEVERY TUESDAY,2.1M,73552,9.68,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
The Worst Villainess,LICO,Drama,https://www.webtoons.com/en/drama/the-worst-villainess/list?title_no=6533,UPEVERY TUESDAY,4.9M,157053,9.52,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
New Magical Me,Prinnstar,Fantasy,https://www.webtoons.com/en/fantasy/new-magical-me/list?title_no=7059,UPEVERY TUESDAY,1.3M,80035,8.96,This series is rated Young Adult. Please review the Content Ratings page for more information.,New Magical Me will return!
Savior ofDivine Blood,Eto Shunji,Action,https://www.webtoons.com/en/action/savior-of-divine-blood/list?title_no=6409,UPEVERY TUESDAY,3.5M,115617,9.12,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Snow and Briar,M. Nires,Comedy,https://www.webtoons.com/en/comedy/snow-and-briar/list?title_no=6847,UPEVERY TUESDAY,1.6M,63383,9.32,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
A Practical Guide to Evil,David Verburg,Fantasy,https://www.webtoons.com/en/fantasy/a-practical-guide-to-evil/list?title_no=6921,UPEVERY TUESDAY,1.2M,79152,9.67,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
The Demon Faction'sReturn,Team the J,Fantasy,https://www.webtoons.com/en/fantasy/the-demon-factions-return/list?title_no=7170,UPEVERY TUESDAY,1.2M,68210,9.16,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
The New Hire is the Demon Lord,HAUNI,Fantasy,https://www.webtoons.com/en/fantasy/the-new-hire-is-the-demon-lord/list?title_no=6692,UPEVERY TUESDAY,2.1M,103970,9.08,This series is rated Young Adult. Please review the Content Ratings page for more information.,This is a Global Launch series with new episodes publishing simultaneously worldwide.
My Daddy is a Villain!,mono_krm,Comedy,https://www.webtoons.com/en/comedy/my-daddy-is-a-villain/list?title_no=7064,"UPEVERY TUE, SAT",1.9M,59530,9.67,N/A,N/A
Demon Prince& The Salaryman,Merryweather,Comedy,https://www.webtoons.com/en/comedy/demon-prince-and-the-salaryman/list?title_no=6203,"UPEVERY TUE, FRI",7.6M,95888,7.32,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Little Matcha Girl,mame ´･ω･`,Fantasy,https://www.webtoons.com/en/fantasy/little-matcha-girl/list?title_no=1665,UPEVERY TUESDAY,22.6M,435848,9.76,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Watermelon,Rorita,Fantasy,https://www.webtoons.com/en/fantasy/watermelon/list?title_no=1435,UPEVERY TUESDAY,79.9M,817906,9.79,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Love Me to Death,Toonimated,Fantasy,https://www.webtoons.com/en/fantasy/love-me-to-death/list?title_no=3203,UPEVERY TUESDAY,31.2M,551451,9.53,N/A,N/A
Don't Read This,I Drink Mercury,Horror,https://www.webtoons.com/en/horror/dont-read-this/list?title_no=6018,"UPEVERY TUE, SAT",24.6M,448215,9.07,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
How to Hold His Leash,99C,Romance,https://www.webtoons.com/en/romance/how-to-hold-his-leash/list?title_no=6527,UPEVERY TUESDAY,4.5M,146203,9.17,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
What Melvin Left Behind,Team Happy gery,Romance,https://www.webtoons.com/en/romance/what-melvin-left-behind/list?title_no=5636,UPEVERY TUESDAY,6.8M,196143,8.89,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Red Spine,Zeroci,Action,https://www.webtoons.com/en/action/red-spine/list?title_no=6845,UPEVERY TUESDAY,1.6M,136678,8.77,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
The Count's Secret Maid,TON,Drama,https://www.webtoons.com/en/drama/the-counts-secret-maid/list?title_no=7124,UPEVERY TUESDAY,3.3M,184653,9.62,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Reincarnated into a Cursed Game,CMJM,Fantasy,https://www.webtoons.com/en/fantasy/reincarnated-into-a-cursed-game/list?title_no=7360,UPEVERY TUESDAY,921011,84457,9.14,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
The Lone Spellcaster,Minchoba,Fantasy,https://www.webtoons.com/en/fantasy/the-lone-spellcaster/list?title_no=3478,UPEVERY TUESDAY,41M,535661,7.9,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Winter Moon,Merryweather,Fantasy,https://www.webtoons.com/en/fantasy/winter-moon/list?title_no=1093,"UPEVERY TUE, SAT",487.7M,1.9M,9.38,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Flawless,Shinshinhye,Romance,https://www.webtoons.com/en/romance/flawless/list?title_no=3264,UPEVERY TUESDAY,24.7M,401137,9.35,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Spectral Bonds,JhogerSketch,Supernatural,https://www.webtoons.com/en/supernatural/spectral-bonds/list?title_no=6592,UPEVERY TUESDAY,793714,56053,9.6,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Dead Mansion,SGT,Action,https://www.webtoons.com/en/action/dead-mansion/list?title_no=6757,UPEVERY TUESDAY,1.8M,89357,9.39,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
The Tax Reaper,STUDIO WEiiB,Drama,https://www.webtoons.com/en/drama/the-tax-reaper/list?title_no=4115,UPEVERY TUESDAY,12.2M,265898,9.26,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Quantum Entanglement,Arts Angel,Romance,https://www.webtoons.com/en/romance/quantum-entanglement/list?title_no=5775,UPEVERY TUESDAY,3.6M,146367,5.96,N/A,N/A
False Paradise,samchon,Sci-fi,https://www.webtoons.com/en/sf/false-paradise/list?title_no=7404,UPEVERY TUESDAY,316245,32883,9.69,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
The Silent Warrior,Team Maetgamari,Action,https://www.webtoons.com/en/action/the-silent-warrior/list?title_no=6052,UPEVERY TUESDAY,2.6M,88417,9.39,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
My Exes Fell for Me,hee_ddok,Romance,https://www.webtoons.com/en/romance/my-exes-fell-for-me/list?title_no=6131,UPEVERY TUESDAY,2.9M,109207,7.8,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
3X3!,MNYujacha,Comedy,https://www.webtoons.com/en/comedy/3x3/list?title_no=6987,UPEVERY TUESDAY,705626,46758,9.47,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
A Not So Fairy Tale,hyobin,Fantasy,https://www.webtoons.com/en/fantasy/a-not-so-fairy-tale/list?title_no=5637,UPEVERY TUESDAY,8.7M,350533,8.99,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Supervillainy,Razz G.,Comedy,https://www.webtoons.com/en/comedy/supervillainy/list?title_no=3759,UPEVERY TUESDAY,697150,41671,9.17,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Radiant Rewind,SANG HA,Romance,https://www.webtoons.com/en/romance/radiant-rewind/list?title_no=7359,UPEVERY TUESDAY,470797,40335,9.8,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Philia Ros�: The Prophecy of the Crown of Thorns,Ryuta,Fantasy,https://www.webtoons.com/en/fantasy/philia-rose-the-prophecy-of-the-crown-of-thorns/list?title_no=3900,UPEVERY TUESDAY,16.9M,256118,9.61,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
The Dog Diaries,yee seon,Slice of life,https://www.webtoons.com/en/slice-of-life/the-dog-diaries/list?title_no=3041,UPEVERY TUESDAY,5.7M,91434,9.68,N/A,N/A
Deadpoint,MAYORAC,Sports,https://www.webtoons.com/en/sports/deadpoint/list?title_no=7405,UPEVERY TUESDAY,250818,39989,9.69,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Assassin's Creed:Forgotten Temple,Tabii,Fantasy,https://www.webtoons.com/en/fantasy/assassins-creed-forgotten-temple/list?title_no=5273,UPEVERY TUESDAY,3.6M,190724,9.42,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Princess Hurricane,RD,Fantasy,https://www.webtoons.com/en/fantasy/princess-hurricane/list?title_no=6312,UPEVERY TUESDAY,1M,43039,9.41,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Spore,Lee kang,Thriller,https://www.webtoons.com/en/thriller/spore/list?title_no=5895,UPEVERY TUESDAY,1.8M,61407,9.39,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Zombie Funeral Services,Zephygaru,Thriller,https://www.webtoons.com/en/thriller/zombie-funeral-services/list?title_no=6650,UPEVERY TUESDAY,458438,37085,9.58,This series is rated Mature. Please review the Content Ratings page for more information.,Zombie Funeral Services will return!
Fatal Reset,Godfrey_Narcisso,Action,https://www.webtoons.com/en/action/fatal-reset/list?title_no=7167,UPEVERY TUESDAY,304102,36333,9.25,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Zero Game,zelbasen,Fantasy,https://www.webtoons.com/en/fantasy/zero-game/list?title_no=1704,UPEVERY TUESDAY,28.9M,537184,9.71,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
King Game,Shin Hyungwuk,Action,https://www.webtoons.com/en/action/king-game/list?title_no=6303,UPEVERY TUESDAY,1.2M,60493,9.27,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Ark of the Law,Gosaribaksa,Fantasy,https://www.webtoons.com/en/fantasy/ark-of-the-law/list?title_no=7207,UPEVERY TUESDAY,286363,35596,9.57,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Mistake,Cindy Chwa,Drama,https://www.webtoons.com/en/drama/mistake/list?title_no=4118,UPEVERY TUESDAY,7.7M,170161,7.87,N/A,N/A
Hell's Paradise: Jigokuraku,Yuji Kaku,Fantasy,https://www.webtoons.com/en/fantasy/hells-paradise-jigokuraku/list?title_no=6546,UPEVERY TUESDAY,805710,75988,9.71,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Betwixt,Harihtaroon,Mystery,https://www.webtoons.com/en/mystery/betwixt/list?title_no=2962,UPEVERY TUESDAY,1.8M,100487,9.54,N/A,Betwixt will return!
So Not My Type,prollycarmen,Comedy,https://www.webtoons.com/en/comedy/so-not-my-type/list?title_no=6020,"UPEVERY TUE, SAT",15.5M,230766,9.57,N/A,So Not My Type will return!
To Not Die,Parae,Drama,https://www.webtoons.com/en/drama/to-not-die/list?title_no=3787,UPEVERY TUESDAY,33.1M,410403,9.75,N/A,To Not Die will return!
Paperteeth!,Wulvert,Comedy,https://www.webtoons.com/en/comedy/paperteeth/list?title_no=5969,"UPEVERY TUE, FRI",10.8M,179678,9.49,This series is rated Young Adult. Please review the Content Ratings page for more information.,Paperteeth will return!
Super Cake,James Peay,Action,https://www.webtoons.com/en/action/super-cake/list?title_no=4086,UPEVERY TUESDAY,91288,12456,7.67,This series is rated Mature. Please review the Content Ratings page for more information.,Super Cake will return!
G.O.D.,blaukornbrot,Drama,https://www.webtoons.com/en/drama/god/list?title_no=4837,UPEVERY TUESDAY,2.3M,114733,9.15,This series is rated Young Adult. Please review the Content Ratings page for more information.,G.O.D. will return!
High Spirits Neoma,oroor0,Supernatural,https://www.webtoons.com/en/supernatural/high-spirits-neoma/list?title_no=4091,UPEVERY TUESDAY,4.5M,185439,9.74,N/A,High Spirits Neoma will return!
Wrong Quest,OzzaWorld,Fantasy,https://www.webtoons.com/en/fantasy/wrong-quest/list?title_no=6282,"UPEVERY TUE, SAT",2.6M,66155,9.14,This series is rated Young Adult. Please review the Content Ratings page for more information.,Wrong Quest will return!
SHIRAI,Andrian Januar Adilia,Romance,https://www.webtoons.com/en/romance/shirai/list?title_no=6723,UPEVERY TUESDAY,1M,83661,9.16,This series is rated Young Adult. Please review the Content Ratings page for more information.,SHIRAI will return!
After Dark,ABerg,Horror,https://www.webtoons.com/en/horror/after-dark/list?title_no=5110,UPEVERY TUESDAY,5.5M,187272,9.63,This series is rated Mature. Please review the Content Ratings page for more information.,After Dark will return!
BlackSmith,Boredman,Supernatural,https://www.webtoons.com/en/supernatural/blacksmith/list?title_no=3341,UPEVERY TUESDAY,3.3M,98567,9.57,This series is rated Teen. Please review the Content Ratings page for more information.,BlackSmith will return!
Sable Curse,Little Melon,Fantasy,https://www.webtoons.com/en/fantasy/sable-curse/list?title_no=2735,UPEVERY TUESDAY,9.9M,253247,9.81,N/A,Sable Curse will return!
Honey Lemon,courtneywirthit,Romance,https://www.webtoons.com/en/romance/honey-lemon/list?title_no=2762,UPEVERY TUESDAY,10.2M,412994,9.62,This series is rated Young Adult. Please review the Content Ratings page for more information.,Honey Lemon will return!
